Time [s],Load Cell 1 [kg],Load Cell 2 [kg],Motor 1 Position [mm],Motor 2 Position [mm],Motor 3 Position [mm],Motor 4 Position [mm]
473.485,-0.217611625790596,0.9760354161262512,0,0,0,0
473.585,-0.11907746642827988,0.9928849935531616,0,0,0,0
473.685,-0.01935337297618389,0.9998127222061157,0,0,0,0
473.785,0.08056411892175674,0.9967494010925293,0,0,0,0
473.885,0.17967653274536133,0.9837257266044617,0,0,0,0
473.985,0.2769934833049774,0.9608718156814575,0,0,0,0
474.085,0.37154242396354675,0.9284159541130066,0,0,0,0
474.185,0.4623786211013794,0.8866825699806213,0,0,0,0
474.285,0.5485942959785461,0.8360886573791504,0,0,0,0
474.385,0.6293279528617859,0.7771398425102234,0,0,0,0
474.485,0.703772783279419,0.7104251384735107,0,0,0,0
474.585,0.7711849212646484,0.6366112232208252,0,0,0,0
474.685,0.8308906555175781,0.5564357042312622,0,0,0,0
474.785,0.8822934031486511,0.4706997871398926,0,0,0,0
474.885,0.9248795509338379,0.38026025891304016,0,0,0,0
474.985,0.9582234025001526,0.28602078557014465,0,0,0,0
475.085,0.9819918870925903,0.188923180103302,0,0,0,0
475.185,0.9959474205970764,0.08993766456842422,0,0,0,0
475.285,0.9999505281448364,-0.009946583770215511,0,0,0,0
475.385,0.9939612746238708,-0.10973143577575684,0,0,0,0
475.485,0.9780394434928894,-0.20841975510120392,0,0,0,0
475.585,0.9523442387580872,-0.3050253689289093,0,0,0,0
475.685,0.9171323180198669,-0.3985828757286072,0,0,0,0
475.785,0.8727555871009827,-0.48815739154815674,0,0,0,0
475.885,0.819657564163208,-0.5728538036346436,0,0,0,0
475.985,0.758368730545044,-0.6518257856369019,0,0,0,0
476.085,0.6895016431808472,-0.7242841124534607,0,0,0,0
476.185,0.6137444376945496,-0.7895047664642334,0,0,0,0
476.285,0.5318541526794434,-0.8468359708786011,0,0,0,0
476.385,0.4446490705013275,-0.8957048654556274,0,0,0,0
476.485,0.3530007004737854,-0.935623049736023,0,0,0,0
476.585,0.2578248083591461,-0.9661917090415955,0,0,0,0
476.685,0.16007253527641296,-0.9871052503585815,0,0,0,0
476.785,0.06072065234184265,-0.9981548190116882,0,0,0,0
476.885,-0.03923800215125084,-0.999229907989502,0,0,0,0
476.985,-0.13880455493927002,-0.9903197884559631,0,0,0,0
477.085,-0.2369840443134308,-0.971513569355011,0,0,0,0
477.185,-0.3327953815460205,-0.9429990649223328,0,0,0,0
477.285,-0.4252811372280121,-0.9050613045692444,0,0,0,0
477.385,-0.5135170817375183,-0.8580793738365173,0,0,0,0
477.485,-0.596621572971344,-0.8025227189064026,0,0,0,0
477.585,-0.6737640500068665,-0.7389465570449829,0,0,0,0
477.685,-0.7441736459732056,-0.6679862141609192,0,0,0,0
477.785,-0.8071468472480774,-0.5903507471084595,0,0,0,0
477.885,-0.8620542883872986,-0.5068159699440002,0,0,0,0
477.985,-0.9083473086357117,-0.41821661591529846,0,0,0,0
478.085,-0.9455633759498596,-0.32543808221817017,0,0,0,0
478.185,-0.9733304381370544,-0.22940750420093536,0,0,0,0
478.285,-0.991371214389801,-0.13108445703983307,0,0,0,0
478.385,-0.9995052814483643,-0.0314515084028244,0,0,0,0
478.485,-0.9976513981819153,0.0684957355260849,0,0,0,0
478.585,-0.9858281016349792,0.167758509516716,0,0,0,0
478.685,-0.9641535878181458,0.26534488797187805,0,0,0,0
478.785,-0.932844340801239,0.36027970910072327,0,0,0,0
478.885,-0.8922132849693298,0.45161429047584534,0,0,0,0
478.985,-0.8426664471626282,0.5384359359741211,0,0,0,0
479.085,-0.7846989631652832,0.6198770403862,0,0,0,0
479.185,-0.7188900113105774,0.6951238512992859,0,0,0,0
479.285,-0.6458973288536072,0.763424277305603,0,0,0,0
479.385,-0.5664502382278442,0.8240959644317627,0,0,0,0
479.485,-0.4813426733016968,0.8765324950218201,0,0,0,0
479.585,-0.39142513275146484,0.9202099442481995,0,0,0,0
479.685,-0.2975960969924927,0.9546918869018555,0,0,0,0
479.785,-0.20079323649406433,0.979633629322052,0,0,0,0
479.885,-0.10198385268449783,0.9947860836982727,0,0,0,0
479.985,-0.0021553654223680496,0.9999976754188538,0,0,0,0
480.085,0.09769466519355774,0.995216429233551,0,0,0,0
480.185,0.19656844437122345,0.9804900884628296,0,0,0,0
480.285,0.2934779226779938,0.9559658765792847,0,0,0,0
480.385,0.38745471835136414,0.9218887090682983,0,0,0,0
480.485,0.4775597155094147,0.8785992860794067,0,0,0,0
480.585,0.5628925561904907,0.8265300989151001,0,0,0,0
480.685,0.642600417137146,0.7662014961242676,0,0,0,0
480.785,0.7158868312835693,0.6982163190841675,0,0,0,0
480.885,0.7820195555686951,0.6232539415359497,0,0,0,0
480.985,0.8403375744819641,0.5420634150505066,0,0,0,0
481.085,0.8902581930160522,0.4554561674594879,0,0,0,0
481.185,0.9312825798988342,0.3642975986003876,0,0,0,0
481.285,0.9630007743835449,0.2694986164569855,0,0,0,0
481.385,0.9850957989692688,0.17200657725334167,0,0,0,0
481.485,0.9973468780517578,0.07279569655656815,0,0,0,0
481.585,0.9996315836906433,-0.027142629027366638,0,0,0,0
481.685,0.9919270873069763,-0.1268097162246704,0,0,0,0
481.785,0.9743103384971619,-0.22520960867404938,0,0,0,0
481.885,0.9469574093818665,-0.3213590085506439,0,0,0,0
481.985,0.9101417064666748,-0.41429710388183594,0,0,0,0
482.085,0.8642309904098511,-0.5030951499938965,0,0,0,0
482.185,0.809684157371521,-0.5868658423423767,0,0,0,0
482.285,0.7470462322235107,-0.664772093296051,0,0,0,0
482.385,0.6769431829452515,-0.7360352873802185,0,0,0,0
482.485,0.6000754833221436,-0.7999433875083923,0,0,0,0
482.585,0.5172112584114075,-0.8558577299118042,0,0,0,0
482.685,0.4291786551475525,-0.9032196402549744,0,0,0,0
482.785,0.33685728907585144,-0.9415557384490967,0,0,0,0
482.885,0.2411697655916214,-0.9704829454421997,0,0,0,0
482.985,0.14307226240634918,-0.9897122383117676,0,0,0,0
483.085,0.043545037508010864,-0.9990514516830444,0,0,0,0
483.185,-0.0564173199236393,-0.9984073042869568,0,0,0,0
483.285,-0.15581591427326202,-0.9877861142158508,0,0,0,0
483.385,-0.25365743041038513,-0.9672940969467163,0,0,0,0
483.485,-0.34896421432495117,-0.9371360540390015,0,0,0,0
483.585,-0.4407837986946106,-0.8976132869720459,0,0,0,0
483.685,-0.5281987190246582,-0.8491207957267761,0,0,0,0
483.785,-0.6103354096412659,-0.7921431064605713,0,0,0,0
483.885,-0.6863730549812317,-0.7272496223449707,0,0,0,0
483.985,-0.7555518746376038,-0.6550888419151306,0,0,0,0
484.085,-0.8171805143356323,-0.5763818025588989,0,0,0,0
484.185,-0.8706431984901428,-0.4919150769710541,0,0,0,0
484.285,-0.9154056310653687,-0.4025326669216156,0,0,0,0
484.385,-0.9510204792022705,-0.3091278076171875,0,0,0,0
484.485,-0.9771319627761841,-0.21263387799263,0,0,0,0
484.585,-0.9934790134429932,-0.1140151098370552,0,0,0,0
484.685,-0.999898374080658,-0.014256998896598816,0,0,0,0
484.785,-0.9963258504867554,0.08564357459545135,0,0,0,0
484.885,-0.9827971458435059,0.18468832969665527,0,0,0,0
484.985,-0.95944744348526,0.2818875014781952,0,0,0,0
485.085,-0.9265101552009583,0.3762698173522949,0,0,0,0
485.185,-0.8843142986297607,0.4668920934200287,0,0,0,0
485.285,-0.8332815766334534,0.5528488159179688,0,0,0,0
485.385,-0.7739220261573792,0.6332809329032898,0,0,0,0
485.485,-0.7068287134170532,0.7073847651481628,0,0,0,0
485.585,-0.632672131061554,0.7744197845458984,0,0,0,0
485.685,-0.5521933436393738,0.833716094493866,0,0,0,0
485.785,-0.46619656682014465,0.8846811652183533,0,0,0,0
485.885,-0.3755411207675934,0.9268057346343994,0,0,0,0
485.985,-0.28113293647766113,0.9596688151359558,0,0,0,0
486.085,-0.18391543626785278,0.9829420447349548,0,0,0,0
486.185,-0.08486007899045944,0.9963929057121277,0,0,0,0
486.285,0.015043280087411404,0.9998868703842163,0,0,0,0
486.385,0.11479631066322327,0.9933890700340271,0,0,0,0
486.485,0.21340219676494598,0.9769644141197205,0,0,0,0
486.585,0.30987557768821716,0.9507771134376526,0,0,0,0
486.685,0.40325239300727844,0.9150887727737427,0,0,0,0
486.785,0.49259957671165466,0.8702560663223267,0,0,0,0
486.885,0.5770242214202881,0.8167270421981812,0,0,0,0
486.985,0.6556828022003174,0.755036473274231,0,0,0,0
487.085,0.7277891635894775,0.6858009696006775,0,0,0,0
487.185,0.7926228046417236,0.6097123026847839,0,0,0,0
487.285,0.8495358824729919,0.52753084897995,0,0,0,0
487.385,0.8979596495628357,0.4400778114795685,0,0,0,0
487.485,0.9374101758003235,0.3482271730899811,0,0,0,0
487.585,0.9674932956695557,0.2528967261314392,0,0,0,0
487.685,0.9879083633422852,0.15503910183906555,0,0,0,0
487.785,0.9984513521194458,0.05563218891620636,0,0,0,0
487.885,0.9990169405937195,-0.044330645352602005,0,0,0,0
487.985,0.9895994067192078,-0.14385049045085907,0,0,0,0
488.085,0.9702929854393005,-0.24193285405635834,0,0,0,0
488.185,0.941290557384491,-0.3375976085662842,0,0,0,0
488.285,0.9028818607330322,-0.4298887848854065,0,0,0,0
488.385,0.8554507493972778,-0.5178841352462769,0,0,0,0
488.485,0.7994712591171265,-0.6007043123245239,0,0,0,0
488.585,0.7355027794837952,-0.6775217652320862,0,0,0,0
488.685,0.6641844511032104,-0.7475687861442566,0,0,0,0
488.785,0.5862289667129517,-0.810145378112793,0,0,0,0
488.885,0.5024154186248779,-0.8646263480186462,0,0,0,0
488.985,0.4135812819004059,-0.9104672074317932,0,0,0,0
489.085,0.3206142485141754,-0.9472098350524902,0,0,0,0
489.185,0.22444337606430054,-0.9744871258735657,0,0,0,0
489.285,0.12602965533733368,-0.9920264482498169,0,0,0,0
489.385,0.026356544345617294,-0.999652624130249,0,0,0,0
489.485,-0.07357995212078094,-0.9972892999649048,0,0,0,0
489.585,-0.17278116941452026,-0.9849602580070496,0,0,0,0
489.685,-0.27025580406188965,-0.9627885818481445,0,0,0,0
489.785,-0.36502981185913086,-0.9309958219528198,0,0,0,0
489.885,-0.4561561048030853,-0.8898997902870178,0,0,0,0
489.985,-0.542724072933197,-0.8399110436439514,0,0,0,0
490.085,-0.6238687038421631,-0.7815291881561279,0,0,0,0
490.185,-0.6987790465354919,-0.7153375744819641,0,0,0,0
490.285,-0.7667065858840942,-0.6419976949691772,0,0,0,0
490.385,-0.826972484588623,-0.5622423887252808,0,0,0,0
490.485,-0.8789745569229126,-0.4768686890602112,0,0,0,0
490.585,-0.9221931099891663,-0.3867296576499939,0,0,0,0
490.685,-0.9561963081359863,-0.2927260994911194,0,0,0,0
490.785,-0.9806444048881531,-0.19579735398292542,0,0,0,0
490.885,-0.9952929615974426,-0.09691202640533447,0,0,0,0
490.985,-0.9999956488609314,0.0029417278710752726,0,0,0,0
491.085,-0.9947055578231812,0.10276608914136887,0,0,0,0
491.185,-0.9794754385948181,0.2015635222196579,0,0,0,0
491.285,-0.9544575810432434,0.29834675788879395,0,0,0,0
491.385,-0.9199018478393555,0.39214861392974854,0,0,0,0
491.485,-0.8761537075042725,0.48203182220458984,0,0,0,0
491.585,-0.8236502408981323,0.567098081111908,0,0,0,0
491.685,-0.7629161477088928,0.6464974284172058,0,0,0,0
491.785,-0.694558322429657,0.7194364070892334,0,0,0,0
491.885,-0.6192598342895508,0.7851861715316772,0,0,0,0
491.985,-0.5377731323242188,0.8430895805358887,0,0,0,0
492.085,-0.4509125351905823,0.8925681114196777,0,0,0,0
492.185,-0.359546035528183,0.9331273436546326,0,0,0,0
492.285,-0.2645866274833679,0.9643619060516357,0,0,0,0
492.385,-0.1669832319021225,0.9859597086906433,0,0,0,0
492.485,-0.06771119683980942,0.9977049827575684,0,0,0,0
492.585,0.032237473875284195,0.9994802474975586,0,0,0,0
492.685,0.13186399638652802,0.9912678003311157,0,0,0,0
492.785,0.23017282783985138,0.9731497764587402,0,0,0,0
492.885,0.326181560754776,0.9453071355819702,0,0,0,0
492.985,0.4189307987689972,0.908018171787262,0,0,0,0
493.085,0.5074936747550964,0.8616554737091064,0,0,0,0
493.185,0.5909852981567383,0.8066823482513428,0,0,0,0
493.285,0.6685711741447449,0.743648111820221,0,0,0,0
493.385,0.7394761443138123,0.6731827259063721,0,0,0,0
493.485,0.8029916286468506,0.5959903001785278,0,0,0,0
493.585,0.8584828972816467,0.5128421783447266,0,0,0,0
493.685,0.9053954482078552,0.424569308757782,0,0,0,0
493.785,0.9432604908943176,0.3320537507534027,0,0,0,0
493.885,0.971699595451355,0.23622001707553864,0,0,0,0
493.985,0.990428626537323,0.13802576065063477,0,0,0,0
494.085,0.999260425567627,0.038452230393886566,0,0,0,0
494.185,0.9981067180633545,-0.06150554493069649,0,0,0,0
494.285,0.986979067325592,-0.1608487069606781,0,0,0,0
494.385,0.9659886360168457,-0.25858452916145325,0,0,0,0
494.485,0.9353451728820801,-0.35373634099960327,0,0,0,0
494.585,0.8953549265861511,-0.44535329937934875,0,0,0,0
494.685,0.8464174866676331,-0.5325198769569397,0,0,0,0
494.785,0.789021909236908,-0.6143651008605957,0,0,0,0
494.885,0.7237417101860046,-0.6900709867477417,0,0,0,0
494.985,0.6512292623519897,-0.7588810920715332,0,0,0,0
495.085,0.5722091197967529,-0.8201077580451965,0,0,0,0
495.185,0.48747095465660095,-0.8731392025947571,0,0,0,0
495.285,0.3978615701198578,-0.9174454808235168,0,0,0,0
495.385,0.30427637696266174,-0.9525837898254395,0,0,0,0
495.485,0.20765060186386108,-0.9782030582427979,0,0,0,0
495.585,0.10894978791475296,-0.9940472841262817,0,0,0,0
495.685,0.009160255081951618,-0.9999580383300781,0,0,0,0
495.785,-0.09072081744670868,-0.9958763718605042,0,0,0,0
495.885,-0.1896953284740448,-0.9818429946899414,0,0,0,0
495.985,-0.286774218082428,-0.9579982161521912,0,0,0,0
496.085,-0.3809874355792999,-0.9245802164077759,0,0,0,0
496.185,-0.4713934659957886,-0.8819230198860168,0,0,0,0
496.285,-0.5570889115333557,-0.8304528594017029,0,0,0,0
496.385,-0.6372174620628357,-0.7706840634346008,0,0,0,0
496.485,-0.7109783291816711,-0.7032139301300049,0,0,0,0
496.585,-0.7776345014572144,-0.6287166476249695,0,0,0,0
496.685,-0.8365198373794556,-0.5479366779327393,0,0,0,0
496.785,-0.8870459198951721,-0.46168121695518494,0,0,0,0
496.885,-0.9287078380584717,-0.37081223726272583,0,0,0,0
496.985,-0.9610893130302429,-0.2762377858161926,0,0,0,0
497.085,-0.9838667511940002,-0.17890290915966034,0,0,0,0
497.185,-0.9968124628067017,-0.07978028059005737,0,0,0,0
497.285,-0.9997971653938293,0.020139584317803383,0,0,0,0
497.385,-0.9927909970283508,0.11985819786787033,0,0,0,0
497.485,-0.9758639931678772,0.21837908029556274,0,0,0,0
497.585,-0.949185311794281,0.31471773982048035,0,0,0,0
497.685,-0.9130215048789978,0.4079114496707916,0,0,0,0
497.785,-0.8677339553833008,0.4970289170742035,0,0,0,0
497.885,-0.8137752413749695,0.581179678440094,0,0,0,0
497.985,-0.7516846060752869,0.6595227718353271,0,0,0,0
498.085,-0.6820824146270752,0.7312752604484558,0,0,0,0
498.185,-0.6056643128395081,0.7957202792167664,0,0,0,0
498.285,-0.5231938362121582,0.8522137403488159,0,0,0,0
498.385,-0.43549513816833496,0.900191068649292,0,0,0,0
498.485,-0.3434445858001709,0.9391729235649109,0,0,0,0
498.585,-0.24796204268932343,0.9687697291374207,0,0,0,0
498.685,-0.1500016450881958,0.9886857271194458,0,0,0,0
498.785,-0.050542283803224564,0.9987218976020813,0,0,0,0
498.885,0.04942213371396065,0.9987779855728149,0,0,0,0
498.985,0.14889268577098846,0.9888533353805542,0,0,0,0
499.085,0.2468753606081009,0.9690472483634949,0,0,0,0
499.185,0.3423910439014435,0.9395575523376465,0,0,0,0
499.285,0.4344852566719055,0.9006789326667786,0,0,0,0
499.385,0.5222377181053162,0.8527999520301819,0,0,0,0
499.485,0.6047714948654175,0.7963990569114685,0,0,0,0
499.585,0.6812618374824524,0.7320398092269897,0,0,0,0
499.685,0.7509444355964661,0.6603654026985168,0,0,0,0
499.785,0.8131229281425476,0.5820919871330261,0,0,0,0
499.885,0.8671759963035583,0.4980018138885498,0,0,0,0
499.985,0.9125634431838989,0.40893518924713135,0,0,0,0
500.085,0.9488317370414734,0.3157820999622345,0,0,0,0
500.185,0.9756184816360474,0.21947342157363892,0,0,0,0
500.285,0.9926559925079346,0.12097159028053284,0,0,0,0
500.385,0.9997739791870117,0.02126089669764042,0,0,0,0
500.485,0.9969013333320618,-0.07866225391626358,0,0,0,0
500.585,0.9840667843818665,-0.17779934406280518,0,0,0,0
500.685,0.9613985419273376,-0.27515971660614014,0,0,0,0
500.785,0.9291231632232666,-0.3697704076766968,0,0,0,0
500.885,0.887563169002533,-0.460686057806015,0,0,0,0
500.985,0.8371338248252869,-0.546998143196106,0,0,0,0
501.085,0.778339147567749,-0.6278440952301025,0,0,0,0
501.185,0.7117665410041809,-0.7024160623550415,0,0,0,0
501.285,0.6380813717842102,-0.7699689269065857,0,0,0,0
501.385,0.5580199360847473,-0.8298275470733643,0,0,0,0
501.485,0.4723822772502899,-0.8813937902450562,0,0,0,0
501.585,0.3820241391658783,-0.9241523146629333,0,0,0,0
501.685,0.28784850239753723,-0.9576759338378906,0,0,0,0
501.785,0.1907963901758194,-0.9816296100616455,0,0,0,0
501.885,0.09183768182992935,-0.99577397108078,0,0,0,0
501.985,-0.008038744330406189,-0.9999676942825317,0,0,0,0
502.085,-0.1078348457813263,-0.9941688179969788,0,0,0,0
502.185,-0.2065533548593521,-0.9784353375434875,0,0,0,0
502.285,-0.3032078146934509,-0.9529244303703308,0,0,0,0
502.385,-0.39683234691619873,-0.9178910851478577,0,0,0,0
502.485,-0.4864913821220398,-0.873685359954834,0,0,0,0
502.585,-0.5712889432907104,-0.8207489848136902,0,0,0,0
502.685,-0.6503776907920837,-0.7596110105514526,0,0,0,0
502.785,-0.722967267036438,-0.6908822655677795,0,0,0,0
502.885,-0.7883323431015015,-0.6152496337890625,0,0,0,0
502.985,-0.8458197116851807,-0.5334688425064087,0,0,0,0
503.085,-0.8948549032211304,-0.44635719060897827,0,0,0,0
503.185,-0.9349478483200073,-0.35478514432907104,0,0,0,0
503.285,-0.9656980037689209,-0.2596677541732788,0,0,0,0
503.385,-0.9867980480194092,-0.1619555503129959,0,0,0,0
503.485,-0.9980371594429016,-0.06262493878602982,0,0,0,0
503.585,-0.9993029236793518,0.037331484258174896,0,0,0,0
503.685,-0.9905828237533569,0.13691484928131104,0,0,0,0
503.785,-0.9719639420509338,0.23513005673885345,0,0,0,0
503.885,-0.9436323046684265,0.3309956192970276,0,0,0,0
503.985,-0.9058710336685181,0.42355358600616455,0,0,0,0
504.085,-0.8590575456619263,0.511879026889801,0,0,0,0
504.185,-0.8036595582962036,0.595089316368103,0,0,0,0
